	MACE_pred	av_rating	sentence	worker_0	worker_1	worker_2	worker_3	worker_4	worker_5	worker_6	worker_7	round	batch	sent_id	disagree	agree	neutral
2022	agrees	0.875	The climate is about to change for the worse in a way that poses an existential threat for everyone.	neutral	agrees	agrees	agrees	agrees	agrees	agrees	agrees	5	4	t7	0.006468791633666192	0.8047243992732174	0.18880680909311648
2023	neutral	0.25	Climate change means the end of shopping.	agrees	agrees	neutral	neutral	neutral	neutral	disagrees	agrees	5	4	t8	0.0036009723646850127	0.017420176611252926	0.978978851024062
2024	neutral	0.125	The Golden Globes to send a signal and draw attention to the issue about climate change.	neutral	neutral	neutral	neutral	agrees	neutral	neutral	neutral	5	4	t9	0.004061897589998658	0.13790488182307992	0.8580332205869214
2025	disagrees	-0.75	Global warming is a hoax.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	agrees	5	5	s0			
2026	agrees	0.5	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	agrees	agrees	agrees	neutral	neutral	neutral	agrees	neutral	5	5	s1			
2027	neutral	0.25	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	neutral	agrees	neutral	neutral	neutral	neutral	agrees	5	5	s2			
2028	agrees	0.75	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	neutral	agrees	agrees	agrees	agrees	neutral	5	5	s3			
2029	neutral	0.125	Some icebergs are cute.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	agrees	5	5	s4			
2030	disagrees	-0.375	The shoddy and absurd climate change plan.	disagrees	disagrees	agrees	neutral	disagrees	disagrees	disagrees	agrees	5	5	t0	0.9287142550870268	0.006294445909165632	0.06499129900380762
2031	agrees	0.5	This is the result of climate change.	neutral	agrees	neutral	agrees	neutral	agrees	neutral	agrees	5	5	t1	0.004671059262867997	0.5479723086705887	0.4473566320665433
2032	neutral	0.0	Climate change is not a belief system.	neutral	neutral	disagrees	neutral	neutral	neutral	neutral	agrees	5	5	t10	0.05624886066767918	0.004541410254458264	0.9392097290778626
2033	agrees	1.0	We are headed for climate Armageddon from warming in twelve years.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	5	5	t11	0.00312363860519418	0.9340622021209106	0.06281415927389526
2034	agrees	0.375	A fee on the burning of fossil fuels is the most efficient way to drive down global warming.	agrees	agrees	disagrees	agrees	agrees	agrees	neutral	disagrees	5	5	t12	0.05061906366984089	0.0036770598064245217	0.9457038765237348
2035	neutral	0.25	Since 2005, U.S. carbon dioxide emissions have dropped more than those from any other large industrialized nation.	neutral	neutral	agrees	neutral	neutral	neutral	neutral	agrees	5	5	t13	0.9968420769598396	0.001682581320386468	0.0014753417197739974
2036	neutral	0.25	Countries need to go beyond simply putting a price on carbon or adopting bold emissions goals.	neutral	neutral	disagrees	neutral	agrees	agrees	agrees	neutral	5	5	t14	0.002770368650186861	0.04764415058694331	0.94958548076287
2037	agrees	0.625	Everybody is responsible for dealing with climate change.	agrees	agrees	neutral	agrees	neutral	agrees	agrees	neutral	5	5	t15	0.2733942136588872	0.007665093036798238	0.7189406933043145
2038	neutral	0.25	The company is eager to engage on the issues facing the transforming city, including homelessness, transportation and climate change.	neutral	neutral	neutral	neutral	neutral	neutral	agrees	agrees	5	5	t16	0.004738027057906543	0.5025757994048821	0.4926861735372115
2039	agrees	0.75	Your holiday traditions are contributing to climate change and hurting the planet.	neutral	agrees	neutral	agrees	agrees	agrees	agrees	agrees	5	5	t17	0.004705860039646015	0.4272083871190253	0.5680857528413286
2040	disagrees	-0.75	The climate crisis has been manufactured in order to create a huge climate-industrial complex that can command the redistribution of colossal amounts of money.	disagrees	disagrees	neutral	disagrees	disagrees	disagrees	disagrees	neutral	5	5	t18	0.002030592306693652	0.0020283258959328068	0.9959410817973734
2041	agrees	0.625	They would look self-serving and out of touch if they tried to deny climate change.	agrees	agrees	agrees	neutral	neutral	agrees	agrees	neutral	5	5	t19	0.0010381423449848863	0.9975693947845076	0.0013924628705074668
2042	neutral	0.0	Half of climate scientists, or fewer, think human-caused global warming is happening.	neutral	neutral	neutral	neutral	neutral	neutral	disagrees	agrees	5	5	t2	0.005270027654920502	0.9403228529540412	0.0544071193910384
2043	agrees	0.625	The Green New Deal proposed by Rep. Alexandria Ocasio-Cortez (D-N.Y.) is a crucial framework for meeting the climate challenges we face.	neutral	agrees	neutral	agrees	agrees	agrees	agrees	neutral	5	5	t20	0.0013272069400239413	0.002827853405654901	0.9958449396543212
2044	neutral	0.0	Opposing sides in polarised debates such as that on climate change had to learn how to talk with each other again.	neutral	neutral	disagrees	neutral	neutral	neutral	neutral	agrees	5	5	t21	0.006755550876006624	0.4454946133087955	0.5477498358151979
2045	disagrees	-0.625	Anthropomorphic climate change is a scam.	disagrees	disagrees	agrees	disagrees	disagrees	disagrees	disagrees	neutral	5	5	t22	0.0032275867950863546	0.9274876970465586	0.06928471615835513
2046	agrees	0.625	This may be the first time in the history of the United States that there are children wondering whether they are going to have a future, whether they should have children as a result of the potential for climate change to get worse and worse.	neutral	agrees	neutral	agrees	agrees	agrees	agrees	neutral	5	5	t23	0.0030057837386341475	0.0583620977143461	0.9386321185470198
2047	neutral	0.125	It is so cold in Florida, they are setting record temperatures and you know they&aposre afraid of the iguanas falling off the trees.	neutral	neutral	agrees	neutral	neutral	neutral	disagrees	agrees	5	5	t24	0.0028393697485972953	0.9457631329969806	0.051397497254422254
2048	disagrees	-0.125	The corruption of climate science has occurred because some of our most important institutions have let us down.	disagrees	disagrees	agrees	neutral	disagrees	neutral	neutral	agrees	5	5	t25	0.9955903920457656	0.0015890330911325046	0.0028205748631018185
2049	agrees	0.5	It is in the big cities where climate warming occurs, and people live and suffer it.	agrees	agrees	disagrees	agrees	neutral	agrees	agrees	neutral	5	5	t26	0.004291664060417586	0.7390834642037759	0.25662487173580645
2050	neutral	-0.125	Some members of the Governing Council question whether fighting climate change is a central bank's job.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	disagrees	5	5	t27	0.003019394549506867	0.9414191252148034	0.055561480235689686
2051	agrees	0.75	Climate change is emerging as potentially the greatest risk to human health in the 21st century.	agrees	agrees	disagrees	agrees	agrees	agrees	agrees	agrees	5	5	t28	0.0020116665426114103	0.002005511647340351	0.9959828218100484
2052	neutral	-0.125	Unused special funds-including money set aside for renovating schools or incentives for fighting climate change-also contributed to the surplus.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	disagrees	5	5	t29	0.9957416891161244	0.002295001415610073	0.0019633094682654823
2053	agrees	0.75	Climate change and receding Arctic ice is forcing wild animals out of their traditional hunting grounds.	agrees	agrees	neutral	agrees	agrees	agrees	neutral	agrees	5	5	t3	0.0029517348275624102	0.9420097673432586	0.05503849782917896
2054	agrees	0.375	His antipathy toward action on climate change has contributed to what they consider a hands-off response to the fires, treating them as a tragedy rather than a turning point.	agrees	agrees	agrees	neutral	neutral	disagrees	neutral	agrees	5	5	t30	0.05794377270508831	0.0069239466137936715	0.935132280681118
2055	agrees	0.75	The financial sector has been too slow to address the risks from climate change and that politicians need to effect change now.	agrees	agrees	disagrees	agrees	agrees	agrees	agrees	agrees	5	5	t31	0.5496066985781972	0.00924946507597294	0.4411438363458299
2056	disagrees	-0.125	Man-made climate change isn't solely to blame for tropical storms.	neutral	disagrees	agrees	disagrees	neutral	disagrees	neutral	agrees	5	5	t32	0.00474191486041975	0.9330140903254838	0.062243994814096475
2057	neutral	0.375	California is about 3 degrees Fahrenheit warmer today than it would be without climate change.	neutral	agrees	neutral	neutral	neutral	agrees	neutral	agrees	5	5	t33	0.0014028530144946927	0.0015386391805017369	0.9970585078050036
2058	neutral	0.125	I realized with all that has separated us from each other, climate justice is the great unifier.	neutral	neutral	neutral	agrees	neutral	neutral	agrees	disagrees	5	5	t34	0.0018921405534769965	0.996396474357266	0.0017113850892569748
2059	neutral	0.0	Global oil consumption will grow by seven million barrels a day through 2024.	neutral	neutral	disagrees	neutral	neutral	neutral	neutral	agrees	5	5	t35	0.001384430462596992	0.001458283495560627	0.9971572860418424
2060	agrees	0.75	Climate change will continue to affect all types of weather phenomena and subsequently impact increasingly urbanised areas.	agrees	agrees	neutral	agrees	agrees	agrees	agrees	neutral	5	5	t36	0.08160840338969151	0.3548925830325491	0.5634990135777593
2061	neutral	0.125	We can win on climate.	agrees	neutral	neutral	neutral	neutral	agrees	neutral	disagrees	5	5	t37	0.0018576107396778647	0.996449135750304	0.0016932535100178958
2062	disagrees	-0.875	Our current temperatures are not at all unusual nor unprecedented, but very similar to previous warming trends over the last several thousand years.	disagrees	disagrees	disagrees	disagrees	neutral	disagrees	disagrees	disagrees	5	5	t38	0.5806154597685698	0.009266594518125457	0.4101179457133048
2063	agrees	0.375	A narrative of sacrifice doesn't go over well with many people whom we'll need as collaborators in addressing climate change.	agrees	agrees	disagrees	agrees	agrees	neutral	agrees	disagrees	5	5	t39	0.004315495233323872	0.26635211118717217	0.7293323935795041
2064	neutral	-0.25	We are not climate activists, we never are.	disagrees	neutral	neutral	neutral	neutral	neutral	neutral	disagrees	5	5	t4	0.005362861236230112	0.2519245983419056	0.7427125404218643
2065	agrees	0.625	Climate change is causing global or regional crop devastation.	agrees	agrees	disagrees	agrees	agrees	agrees	agrees	neutral	5	5	t40	0.0019734146532555783	0.0020076692105642194	0.9960189161361804
2066	agrees	0.75	There is a realistic win-win outcome: with the right government policies, we can stimulate investment in green energy, efficient cities, better transportation and the like, which will address climate change as well as make many of our lives better and more comfortable.	agrees	agrees	neutral	agrees	agrees	neutral	agrees	agrees	5	5	t41	0.0013587267485958149	0.9956007733462088	0.0030404999051952143
2067	neutral	0.0	"About half of mainstream outlets seek out ""climate denying ""experts."	neutral	neutral	neutral	neutral	neutral	agrees	neutral	disagrees	5	5	t42	0.005030231342057464	0.18042543873567587	0.8145443299222668
2068	disagrees	-0.375	Anthropogenic warming theory just didn't stand up.	neutral	disagrees	agrees	disagrees	disagrees	disagrees	disagrees	agrees	5	5	t43	0.9464896677112791	0.003325925647165615	0.05018440664155542
2069	neutral	0.125	Climate change is his top priority.	agrees	neutral	disagrees	neutral	neutral	agrees	neutral	neutral	5	5	t44	0.005181935872169554	0.9506767699975954	0.044141294130234994
2070	neutral	0.375	Science tells us that on our current path, we face at least 3-degrees Celsius of global heating by the end of the century.	agrees	neutral	neutral	agrees	neutral	neutral	neutral	agrees	5	5	t45	0.0020083490413158674	0.995825450855009	0.002166200103675158
2071	disagrees	-0.75	Australians care about the high cost of environmental activism based on questionable climate alarmism.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	agrees	5	5	t46	0.0027530364350515733	0.9468663044237492	0.05038065914119908
2072	agrees	1.0	The world's richest countries, responsible for emitting more than three-fourths of planet-warming pollution, are not doing enough to keep Earth's temperature from rising to dangerously high levels.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	5	5	t47	0.0035386256588236234	0.0450654841406193	0.9513958902005569
2073	disagrees	-0.375	Extinction Rebellion protestors in Germany make unsubstantiated predictions of billions of deaths within just a few years because alarmist language works.	disagrees	disagrees	neutral	neutral	disagrees	neutral	disagrees	agrees	5	5	t48	0.953902710281292	0.005427835494155111	0.04066945422455283
2074	neutral	0.125	Temperature records are broken in France, Germany and elsewhere.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	agrees	5	5	t49	0.00629760357051535	0.1856637978259559	0.8080385986035288
2075	disagrees	-0.75	That manmade climate change is a crisis is a false twisting of the actual data.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	agrees	5	5	t5	0.004382376104665096	0.2423840521423607	0.7532335717529741
2076	neutral	0.25	Climate change and sustainability would become more important for the fashion industry in 2020.	neutral	neutral	neutral	neutral	neutral	agrees	neutral	agrees	5	5	t6	0.99696266566628	0.0016005764569589618	0.0014367578767609376
2077	neutral	-0.125	Even if the warming increases, humans can adjust.	neutral	neutral	agrees	disagrees	neutral	neutral	disagrees	neutral	5	5	t7	0.0011074367091925912	0.9974219280159948	0.0014706352748125805
2078	neutral	0.625	They will do little for renewable growth and next to nothing to address climate change.	neutral	neutral	agrees	agrees	neutral	agrees	agrees	agrees	5	5	t8	0.7733468745483237	0.0059038877400243465	0.22074923771165186
2079	neutral	0.5	Two thirds of people in Europe, the United States and China think their individual behaviour can help tackle climate change and more than three quarters of parents believe their children will bear the consequences of climate change.	agrees	neutral	agrees	neutral	neutral	agrees	agrees	neutral	5	5	t9	0.0011942547591768026	0.0018194949638919641	0.9969862502769312
2080	disagrees	-1.0	Global warming is a hoax.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	5	6	s0			
2081	agrees	0.625	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	agrees	disagrees	agrees	agrees	agrees	agrees	agrees	neutral	5	6	s1			
2082	neutral	-0.125	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	neutral	neutral	disagrees	neutral	neutral	neutral	neutral	5	6	s2			
2083	agrees	1.0	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	5	6	s3			
2084	neutral	0.125	Some icebergs are cute.	disagrees	agrees	neutral	agrees	neutral	neutral	neutral	neutral	5	6	s4			
2085	agrees	0.5	The gap is widening between the steps taken by governments in response to the climate emergency, on the one hand, and the compelling scientific evidence and moral obligation to act, on the other.	agrees	agrees	neutral	disagrees	neutral	agrees	agrees	agrees	5	6	t0	0.007317187422449336	0.8949212552255366	0.09776155735201406
2086	agrees	0.75	You can save the climate with electric cars.	agrees	agrees	agrees	agrees	agrees	agrees	neutral	neutral	5	6	t1	0.004550099790536647	0.6812081229485989	0.3142417772608644
2087	agrees	0.625	We will continue to work with our global partners to enhance resilience to the impacts of climate change and prepare for and respond to natural disasters.	agrees	neutral	agrees	neutral	neutral	agrees	agrees	agrees	5	6	t10	0.0011232309658628016	0.0010313174244763988	0.9978454516096608
2088	disagrees	-0.125	Spokespersons of the movement claims that billions of people are going to die from climate change have no basis whatsoever in scientific fact but are necessary to provoke the kind of response that is needed to cut back on greenhouse gas emissions.	disagrees	agrees	disagrees	agrees	neutral	agrees	disagrees	disagrees	5	6	t11	0.010788486635083024	0.11510582663545772	0.8741056867294593
2089	agrees	0.375	Warning that global warming, access to clean water and other environmental threats could push hundreds of millions around the world back into poverty.	disagrees	disagrees	agrees	agrees	neutral	agrees	agrees	agrees	5	6	t12	0.005425835978678965	0.04295290534954332	0.9516212586717776
2090	disagrees	-0.75	There is no statistical evidence that global warming is intensifying hurricanes, floods, droughts and suchlike natural disasters, or making them more frequent.	disagrees	agrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	5	6	t13	0.7047422050218874	0.0709242446053173	0.2243335503727952
2091	disagrees	-0.625	Many efforts undertaken by climate activists have called for unnecessary or costly regulations.	disagrees	agrees	disagrees	disagrees	neutral	disagrees	disagrees	disagrees	5	6	t14	0.0019637643002106604	0.029954873066564563	0.9680813626332248
2092	disagrees	-0.625	I don't think there is much need to address climate change because it is already a focal point across the rest of the media.	disagrees	disagrees	agrees	disagrees	neutral	disagrees	disagrees	disagrees	5	6	t15	0.001434607261855521	0.011308882817414956	0.9872565099207296
2093	agrees	0.375	The United States will join other nations in their fight against climate change at a United Nations-led press conference in Madrid, Spain.	agrees	disagrees	neutral	agrees	neutral	agrees	neutral	agrees	5	6	t16	0.002609519073752325	0.9952872275585382	0.002103253367709552
2094	neutral	0.375	We're on the front line of what is happening with sea-level rise.	neutral	neutral	neutral	agrees	neutral	agrees	agrees	neutral	5	6	t17	0.009723274083103391	0.08228601752294966	0.907990708393947
2095	neutral	0.0	A report on the threat of climate change based on more controversial data from the United Nations Intergovernmental Panel on Climate Change would doom the the U.S. economy while allowing the biggest polluters like China and India to continue polluting.	neutral	disagrees	neutral	disagrees	neutral	agrees	neutral	agrees	5	6	t18	0.0018891027318692832	0.9833639927180996	0.0147469045500312
2096	neutral	0.375	Civil society has a renewed awareness of environmental issues and climate change like never before, despite the failure of COP2.	neutral	agrees	neutral	neutral	neutral	agrees	agrees	neutral	5	6	t19	0.9758201364228392	0.017450121230569673	0.006729742346591158
2097	neutral	0.0	A startling message on a 1,200-year-old granite slab created by the Vikings appears to predict climate change.	neutral	disagrees	neutral	agrees	neutral	neutral	neutral	neutral	5	6	t2	0.1430058107498382	0.8424858401408308	0.01450834910933064
2098	neutral	-0.125	Some scientists counter that the possibility of global tipping remains highly speculative.	disagrees	neutral	neutral	agrees	neutral	neutral	disagrees	neutral	5	6	t20	0.9988824023099268	0.0005620254850550303	0.0005555722050181541
2099	agrees	0.375	The climate event is further evidence of manmade global warming.	neutral	disagrees	agrees	agrees	disagrees	agrees	agrees	agrees	5	6	t21	0.9958506829494967	0.0009548037445508957	0.003194513305952222
2100	agrees	0.75	Environmental degradation, climate change and unsustainable development constitute some of the most pressing and serious threats to the ability of present and future generations to enjoy the right to life.	agrees	agrees	agrees	disagrees	agrees	agrees	agrees	agrees	5	6	t22	0.9665544210677248	0.02591728221610769	0.007528296716167388
2101	agrees	1.0	Climate change is a global emergency.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	5	6	t23	0.007546559018941104	0.6692696117544883	0.3231838292265706
2102	neutral	0.375	Blackrock would place climate change at the center of its investment strategy.	neutral	agrees	neutral	agrees	neutral	agrees	neutral	neutral	5	6	t24	0.0029527549786070176	0.09146015162859022	0.9055870933928029
2103	agrees	0.5	Man-made climate change is becoming impossible to deny.	agrees	disagrees	agrees	disagrees	agrees	agrees	agrees	agrees	5	6	t25	0.012882631340859685	0.19268419515274585	0.7944331735063944
2104	agrees	0.625	Global sea-level rise is one of the greatest challenges facing society in the 21st century, and understanding how this phenomenon impacts coastal systems, infrastructure and the people who use them requires a regular coastal presence.	agrees	neutral	neutral	agrees	agrees	agrees	agrees	neutral	5	6	t26	0.002754560222792316	0.07999230536327673	0.9172531344139307
2105	neutral	0.125	Temperatures are forecast to be more than 20 degrees below normal for large portions of the Midwest.	neutral	agrees	neutral	disagrees	neutral	agrees	neutral	neutral	5	6	t27	0.3221689167655539	0.005093916176140624	0.6727371670583054
2106	neutral	-0.125	A teenager had to speak out against purported global warming.	neutral	agrees	neutral	neutral	neutral	disagrees	neutral	disagrees	5	6	t28	0.022223908129642644	0.8746257984278931	0.1031502934424642
2107	neutral	0.0	You could have two people in the same room who agree about the details of climate change investing, but then they start fighting over the nuance.	neutral	neutral	neutral	disagrees	neutral	agrees	neutral	neutral	5	6	t29	0.002132329918940475	0.9966351523987774	0.001232517682281994
2108	neutral	0.0	New Ice Age coming fast.	agrees	disagrees	neutral	disagrees	agrees	neutral	neutral	neutral	5	6	t3	0.0008052044177181375	0.9982471259308168	0.0009476696514652555
2109	disagrees	-0.25	The issue is more about globalization than saving the planet.	disagrees	neutral	disagrees	agrees	neutral	agrees	disagrees	disagrees	5	6	t30	0.0015981651969082108	0.015807504218639083	0.9825943305844528
2110	neutral	0.25	Thunberg priority is drawing attention and action to concerns about global warming.	neutral	agrees	neutral	disagrees	neutral	agrees	agrees	neutral	5	6	t31	0.0036250527282637468	0.9949852148377306	0.0013897324340056412
2111	neutral	0.25	As climate change continues to affect our economy, it is critical to understand your bank 's adaptation and mitigation strategies.	neutral	agrees	neutral	disagrees	agrees	agrees	neutral	neutral	5	6	t32	0.004638537335969829	0.5991614672270276	0.3961999954370026
2112	neutral	0.125	A mini-ice age may have occurred roughly 12,800 years ago.	neutral	neutral	neutral	agrees	neutral	neutral	neutral	neutral	5	6	t33	0.003343609135625818	0.010878810261728452	0.9857775806026458
2113	disagrees	-0.625	The crusader mentality of climate researchers leads them away from the factual debate and empirical accounting of sound science.	disagrees	agrees	neutral	disagrees	disagrees	disagrees	disagrees	disagrees	5	6	t34	0.2536068548195096	0.003691239740505549	0.7427019054399848
2114	neutral	0.5	These are hard-won results from the efforts of promoting a green and low carbon economy.	agrees	agrees	neutral	agrees	neutral	agrees	neutral	neutral	5	6	t35	0.002995093434747681	0.007507722826978432	0.989497183738274
2115	disagrees	-0.625	Climate changes all the time, although he sensibly questions the degree to which it is caused by human activity.	disagrees	agrees	disagrees	disagrees	neutral	disagrees	disagrees	disagrees	5	6	t36	0.9770370474812148	0.014199500908241925	0.008763451610543288
2116	agrees	0.5	Climate change could cost the United States 10.5 percent in real income by 2100.	agrees	neutral	neutral	agrees	neutral	agrees	neutral	agrees	5	6	t37	0.006838380937281014	0.09023519632042246	0.9029264227422966
2117	neutral	0.25	Bold action on protecting the climate could generate over $26 trillion in benefits through 2030.	neutral	neutral	neutral	disagrees	agrees	neutral	agrees	agrees	5	6	t38	0.004667713539102785	0.03137812597763685	0.9639541604832604
2118	neutral	0.5	But even as polls indicate a growing acceptance of the reality of global warming, many people are still not motivated enough to act.	neutral	agrees	neutral	agrees	agrees	neutral	agrees	neutral	5	6	t39	0.0006061251622577735	0.0009195018962435392	0.9984743729414988
2119	neutral	0.125	There are warming trends.	neutral	neutral	neutral	disagrees	agrees	neutral	agrees	neutral	5	6	t4	0.9711619572643516	0.0018278372152705548	0.02701020552037778
2120	disagrees	-0.375	The link between climate change and conflict is still quite tenuous at this point.	disagrees	agrees	disagrees	disagrees	neutral	agrees	disagrees	disagrees	5	6	t40	0.003848469099306956	0.21736617105355974	0.7787853598471333
2121	disagrees	0.0	Mitch McConnell and the Republican Party are going to boldly confront climate change and create millions of jobs in the process.	disagrees	disagrees	neutral	agrees	neutral	agrees	disagrees	agrees	5	6	t41	0.9958948982827124	0.0009172334105563867	0.0031878683067312515
2122	agrees	1.0	Climate change is an absolute first-order issue.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	5	6	t42	0.0045056106907398405	0.658305066836574	0.3371893224726862
2123	agrees	0.125	Catastrophic climate change is inevitable.	disagrees	disagrees	agrees	disagrees	neutral	agrees	agrees	agrees	5	6	t43	0.009986272345373337	0.3651517578331411	0.6248619698214856
2124	disagrees	-0.375	The Paris climate agreement harms the U.S. economy and would hurt American jobs if left to stand.	disagrees	disagrees	disagrees	neutral	disagrees	agrees	neutral	neutral	5	6	t44	0.0028062248409853768	0.07013242443697239	0.9270613507220424
2125	neutral	0.625	Tweaking a cow's diet to include 2 percent seaweed could reduce its methane emissions by as much as 99 percent.	agrees	agrees	neutral	agrees	neutral	agrees	agrees	neutral	5	6	t45	0.9837347006581956	0.010587094970245422	0.0056782043715589295
2126	neutral	-0.125	Greta Thunberg, the child climate activist being exploited by the media and the political left at the moment.	neutral	agrees	neutral	disagrees	disagrees	disagrees	agrees	neutral	5	6	t46	0.5289480433548875	0.3144887167405916	0.15656323990452084
2127	neutral	0.125	But the optics of the protest are clear: climate alarmists insist that the Earth only has 12 years left.	agrees	disagrees	neutral	disagrees	neutral	agrees	agrees	neutral	5	6	t47	0.0007552254718425054	0.9983223540467272	0.000922420481430201
2128	agrees	1.0	It is encouraging to see countries working together in the spirit of multilateralism to address climate change.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	5	6	t48	0.19005112637601465	0.7944948167638252	0.01545405686016024
2129	agrees	0.375	Climate change just compounds the crisis.	agrees	disagrees	agrees	agrees	neutral	agrees	disagrees	agrees	5	6	t49	0.6203271420004167	0.022761398418348282	0.356911459581235
2130	disagrees	-0.125	Climate alarmists necessarily demonize American patriots.	disagrees	agrees	agrees	disagrees	neutral	neutral	neutral	disagrees	5	6	t5	0.004732885864687906	0.510308820354436	0.4849582937808761
2131	neutral	0.375	Teenage climate activist Greta Thunberg is TIME's 2019 Person of the Year.	neutral	agrees	neutral	agrees	neutral	neutral	agrees	neutral	5	6	t6	0.0991552606061446	0.04210887518947788	0.8587358642043775
2132	neutral	0.25	Long-term growth and climate action are inextricably linked.	neutral	neutral	neutral	agrees	neutral	agrees	neutral	neutral	5	6	t7	0.015065147486634374	0.45699830161271704	0.5279365509006486
2133	agrees	0.625	We have less than 11 years left to transform our energy system away from fossil fuels to energy efficiency and sustainable energy if we are going to leave this planet healthy and habitable for ourselves...	agrees	neutral	agrees	disagrees	agrees	agrees	agrees	agrees	5	6	t8	0.0007762443925114205	0.998285949205769	0.000937806401719616
2134	neutral	0.0	Young climate activists `are being criticized all the time' in comments like those from U.S. Treasury chief Steven Mnuchin.	neutral	disagrees	neutral	disagrees	neutral	agrees	agrees	neutral	5	6	t9	0.05506280135973962	0.9329600953113668	0.011977103328893672
2135	disagrees	-0.5	Global warming is a hoax.	disagrees	agrees	disagrees	agrees	disagrees	disagrees	disagrees	disagrees	5	7	s0			
2136	agrees	0.875	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	agrees	agrees	agrees	agrees	agrees	agrees	neutral	agrees	5	7	s1			
2137	neutral	-0.125	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	disagrees	neutral	disagrees	neutral	neutral	neutral	agrees	5	7	s2			
2138	agrees	0.875	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	agrees	neutral	agrees	agrees	agrees	agrees	5	7	s3			
2139	neutral	0.25	Some icebergs are cute.	neutral	agrees	agrees	neutral	neutral	neutral	neutral	neutral	5	7	s4			
2140	agrees	0.625	We need a strong, progressive government that will unite Canadians and fight climate change--not a progressive opposition.	agrees	neutral	agrees	neutral	neutral	agrees	agrees	agrees	5	7	t0	0.00289305006111972	0.972990028031534	0.02411692190734625
2141	agrees	0.75	Coal would have to be phased out even before the Paris Agreement to combat climate change.	agrees	agrees	agrees	disagrees	agrees	agrees	agrees	agrees	5	7	t1	0.0011703838416105721	0.9979760646260089	0.0008535515323805287
2142	disagrees	-0.125	This is one of the key goals of climate alarmist policy.	disagrees	agrees	agrees	disagrees	neutral	disagrees	disagrees	agrees	5	7	t10	0.011112514825935112	0.9275279059002304	0.06135957927383439
2143	agrees	0.125	The next five years are make or break for the climate and nature emergencies.	agrees	neutral	neutral	disagrees	neutral	agrees	neutral	neutral	5	7	t11	0.9985274222306438	0.0009041868289580887	0.0005683909403981332
2144	neutral	0.25	Greta Thunberg should study economics.	neutral	agrees	agrees	agrees	neutral	disagrees	neutral	neutral	5	7	t12	0.0024330520222414645	0.014607664765988198	0.9829592832117702
2145	agrees	0.875	In California, however, which is already being ravaged by the heat and drought of climate change.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	neutral	5	7	t13	0.0012126200987143602	0.9979423874181244	0.0008449924831613008
2146	disagrees	-0.125	My climate angst is an extension of my melancholic leanings, which struck me as plausible, but not quite right.	disagrees	agrees	disagrees	neutral	neutral	agrees	neutral	disagrees	5	7	t14	0.006257405730393086	0.5739137281077221	0.4198288661618849
2147	neutral	0.375	Tuesday morning's frigid temperature of 8 degrees set the record for the coldest temperature this early in the season.	neutral	agrees	agrees	agrees	neutral	neutral	neutral	neutral	5	7	t15	0.016244577901842652	0.2610788963244235	0.7226765257737339
2148	neutral	0.25	Companies would aim to lower their emissions of planet-warming gases to net zero by 2050 or earlier.	neutral	agrees	neutral	agrees	neutral	neutral	neutral	neutral	5	7	t16	0.9920696114743656	0.001894104689611679	0.006036283836022729
2149	disagrees	-0.25	The climate is always changing in accordance with natural causes and recent changes.	disagrees	agrees	neutral	disagrees	neutral	disagrees	disagrees	agrees	5	7	t17	0.018215301666475437	0.10495923079401	0.8768254675395145
2150	neutral	0.0	There's no one way to talk to people about climate change.	neutral	agrees	agrees	disagrees	neutral	neutral	neutral	disagrees	5	7	t18	0.9574415707348721	0.019969329913154827	0.022589099351973136
2151	agrees	0.375	There are many links between climate change and mental health, including the loss of property and the loss of livelihoods but stopped short of quantifying the impact.	agrees	agrees	disagrees	agrees	neutral	agrees	neutral	neutral	5	7	t19	0.0074928754849298215	0.5395308506595847	0.4529762738554855
