	worker_indices	worker_unique_ids	question_indices	ratings	guid	worker_group
13018	332	round5_batch1_worker4	1607	1	5_1_t7	4
13019	332	round5_batch1_worker4	1600	2	5_1_t0	4
13020	332	round5_batch1_worker4	1641	0	5_1_t41	4
13021	332	round5_batch1_worker4	1620	2	5_1_t20	4
13022	332	round5_batch1_worker4	1606	1	5_1_t6	4
13023	332	round5_batch1_worker4	1625	1	5_1_t25	4
13024	332	round5_batch1_worker4	1637	0	5_1_t37	4
13025	332	round5_batch1_worker4	1623	2	5_1_t23	4
13026	332	round5_batch1_worker4	1618	0	5_1_t18	4
13027	332	round5_batch1_worker4	1649	1	5_1_t49	4
13028	332	round5_batch1_worker4	1611	1	5_1_t11	4
13029	332	round5_batch1_worker4	1616	1	5_1_t16	4
13030	332	round5_batch1_worker4	1615	1	5_1_t15	4
13031	332	round5_batch1_worker4	1646	0	5_1_t46	4
13032	332	round5_batch1_worker4	1648	2	5_1_t48	4
13033	332	round5_batch1_worker4	1629	2	5_1_t29	4
13034	332	round5_batch1_worker4	1614	2	5_1_t14	4
13035	332	round5_batch1_worker4	1639	1	5_1_t39	4
13036	332	round5_batch1_worker4	1634	2	5_1_t34	4
13037	332	round5_batch1_worker4	1638	1	5_1_t38	4
13038	332	round5_batch1_worker4	1624	1	5_1_t24	4
13039	332	round5_batch1_worker4	1619	2	5_1_t19	4
13040	332	round5_batch1_worker4	1605	0	5_1_t5	4
13041	332	round5_batch1_worker4	1622	2	5_1_t22	4
13042	332	round5_batch1_worker4	1642	1	5_1_t42	4
13043	332	round5_batch1_worker4	1644	0	5_1_t44	4
13044	332	round5_batch1_worker4	1610	1	5_1_t10	4
13045	332	round5_batch1_worker4	1601	0	5_1_t1	4
13046	332	round5_batch1_worker4	1613	2	5_1_t13	4
13047	332	round5_batch1_worker4	1640	1	5_1_t40	4
13048	332	round5_batch1_worker4	1602	0	5_1_t2	4
13049	332	round5_batch1_worker4	1647	1	5_1_t47	4
13050	333	round5_batch1_worker5	1634	1	5_1_t34	5
13051	333	round5_batch1_worker5	1630	2	5_1_t30	5
13052	333	round5_batch1_worker5	1604	1	5_1_t4	5
13053	333	round5_batch1_worker5	1606	0	5_1_t6	5
13054	333	round5_batch1_worker5	1603	1	5_1_t3	5
13055	333	round5_batch1_worker5	1612	1	5_1_t12	5
13056	333	round5_batch1_worker5	1644	0	5_1_t44	5
13057	333	round5_batch1_worker5	1609	1	5_1_t9	5
13058	333	round5_batch1_worker5	1607	1	5_1_t7	5
13059	333	round5_batch1_worker5	1600	1	5_1_t0	5
13060	333	round5_batch1_worker5	1619	0	5_1_t19	5
13061	333	round5_batch1_worker5	1602	1	5_1_t2	5
13062	333	round5_batch1_worker5	1635	0	5_1_t35	5
13063	333	round5_batch1_worker5	1648	0	5_1_t48	5
13064	333	round5_batch1_worker5	1647	1	5_1_t47	5
13065	333	round5_batch1_worker5	1649	2	5_1_t49	5
13066	333	round5_batch1_worker5	1615	1	5_1_t15	5
13067	333	round5_batch1_worker5	1613	1	5_1_t13	5
13068	333	round5_batch1_worker5	1620	2	5_1_t20	5
13069	333	round5_batch1_worker5	1639	1	5_1_t39	5
13070	333	round5_batch1_worker5	1632	2	5_1_t32	5
13071	333	round5_batch1_worker5	1616	2	5_1_t16	5
13072	333	round5_batch1_worker5	1643	0	5_1_t43	5
13073	333	round5_batch1_worker5	1628	1	5_1_t28	5
13074	333	round5_batch1_worker5	1625	1	5_1_t25	5
13075	333	round5_batch1_worker5	1637	2	5_1_t37	5
13076	333	round5_batch1_worker5	1611	2	5_1_t11	5
13077	333	round5_batch1_worker5	1624	2	5_1_t24	5
13078	333	round5_batch1_worker5	1621	2	5_1_t21	5
13079	333	round5_batch1_worker5	1623	0	5_1_t23	5
13080	333	round5_batch1_worker5	1605	0	5_1_t5	5
13081	333	round5_batch1_worker5	1614	2	5_1_t14	5
13082	333	round5_batch1_worker5	1642	1	5_1_t42	5
13083	333	round5_batch1_worker5	1627	2	5_1_t27	5
13084	333	round5_batch1_worker5	1633	1	5_1_t33	5
13085	333	round5_batch1_worker5	1610	1	5_1_t10	5
13086	333	round5_batch1_worker5	1631	1	5_1_t31	5
13087	333	round5_batch1_worker5	1636	1	5_1_t36	5
13088	333	round5_batch1_worker5	1629	2	5_1_t29	5
13089	333	round5_batch1_worker5	1618	1	5_1_t18	5
13090	333	round5_batch1_worker5	1645	2	5_1_t45	5
13091	333	round5_batch1_worker5	1601	0	5_1_t1	5
13092	333	round5_batch1_worker5	1640	1	5_1_t40	5
13093	333	round5_batch1_worker5	1638	2	5_1_t38	5
13094	333	round5_batch1_worker5	1646	2	5_1_t46	5
13095	333	round5_batch1_worker5	1626	2	5_1_t26	5
13096	333	round5_batch1_worker5	1608	0	5_1_t8	5
13097	333	round5_batch1_worker5	1617	2	5_1_t17	5
13098	333	round5_batch1_worker5	1641	0	5_1_t41	5
13099	333	round5_batch1_worker5	1622	2	5_1_t22	5
13100	334	round5_batch1_worker6	1629	1	5_1_t29	6
13101	334	round5_batch1_worker6	1608	1	5_1_t8	6
13102	334	round5_batch1_worker6	1630	2	5_1_t30	6
13103	334	round5_batch1_worker6	1609	0	5_1_t9	6
13104	334	round5_batch1_worker6	1622	2	5_1_t22	6
13105	334	round5_batch1_worker6	1642	2	5_1_t42	6
13106	334	round5_batch1_worker6	1601	1	5_1_t1	6
13107	334	round5_batch1_worker6	1606	2	5_1_t6	6
13108	334	round5_batch1_worker6	1632	1	5_1_t32	6
13109	334	round5_batch1_worker6	1607	1	5_1_t7	6
13110	334	round5_batch1_worker6	1602	0	5_1_t2	6
13111	334	round5_batch1_worker6	1631	1	5_1_t31	6
13112	334	round5_batch1_worker6	1640	1	5_1_t40	6
13113	334	round5_batch1_worker6	1627	0	5_1_t27	6
13114	334	round5_batch1_worker6	1610	2	5_1_t10	6
13115	334	round5_batch1_worker6	1637	2	5_1_t37	6
13116	334	round5_batch1_worker6	1600	2	5_1_t0	6
13117	334	round5_batch1_worker6	1605	0	5_1_t5	6
13118	334	round5_batch1_worker6	1634	1	5_1_t34	6
13119	334	round5_batch1_worker6	1641	0	5_1_t41	6
13120	334	round5_batch1_worker6	1625	1	5_1_t25	6
13121	334	round5_batch1_worker6	1614	1	5_1_t14	6
13122	334	round5_batch1_worker6	1628	1	5_1_t28	6
13123	334	round5_batch1_worker6	1626	1	5_1_t26	6
13124	334	round5_batch1_worker6	1647	1	5_1_t47	6
13125	334	round5_batch1_worker6	1643	0	5_1_t43	6
13126	334	round5_batch1_worker6	1636	1	5_1_t36	6
13127	334	round5_batch1_worker6	1613	2	5_1_t13	6
13128	334	round5_batch1_worker6	1624	1	5_1_t24	6
13129	334	round5_batch1_worker6	1616	2	5_1_t16	6
13130	334	round5_batch1_worker6	1646	1	5_1_t46	6
13131	334	round5_batch1_worker6	1620	2	5_1_t20	6
13132	334	round5_batch1_worker6	1635	0	5_1_t35	6
13133	334	round5_batch1_worker6	1603	2	5_1_t3	6
13134	334	round5_batch1_worker6	1604	2	5_1_t4	6
13135	334	round5_batch1_worker6	1644	0	5_1_t44	6
13136	334	round5_batch1_worker6	1615	0	5_1_t15	6
13137	334	round5_batch1_worker6	1623	1	5_1_t23	6
13138	334	round5_batch1_worker6	1633	1	5_1_t33	6
13139	334	round5_batch1_worker6	1649	1	5_1_t49	6
13140	334	round5_batch1_worker6	1617	2	5_1_t17	6
13141	334	round5_batch1_worker6	1645	1	5_1_t45	6
13142	334	round5_batch1_worker6	1618	1	5_1_t18	6
13143	334	round5_batch1_worker6	1638	2	5_1_t38	6
13144	334	round5_batch1_worker6	1648	1	5_1_t48	6
13145	334	round5_batch1_worker6	1639	1	5_1_t39	6
13146	334	round5_batch1_worker6	1612	1	5_1_t12	6
13147	334	round5_batch1_worker6	1621	1	5_1_t21	6
13148	334	round5_batch1_worker6	1619	1	5_1_t19	6
13149	334	round5_batch1_worker6	1611	1	5_1_t11	6
13150	335	round5_batch1_worker7	1617	0	5_1_t17	7
13151	335	round5_batch1_worker7	1618	1	5_1_t18	7
13152	335	round5_batch1_worker7	1625	0	5_1_t25	7
13153	335	round5_batch1_worker7	1640	2	5_1_t40	7
13154	335	round5_batch1_worker7	1612	1	5_1_t12	7
13155	335	round5_batch1_worker7	1643	0	5_1_t43	7
13156	335	round5_batch1_worker7	1630	2	5_1_t30	7
13157	335	round5_batch1_worker7	1636	2	5_1_t36	7
13158	335	round5_batch1_worker7	1600	2	5_1_t0	7
13159	335	round5_batch1_worker7	1633	0	5_1_t33	7
13160	335	round5_batch1_worker7	1632	1	5_1_t32	7
13161	335	round5_batch1_worker7	1634	0	5_1_t34	7
13162	335	round5_batch1_worker7	1609	2	5_1_t9	7
13163	335	round5_batch1_worker7	1642	0	5_1_t42	7
13164	335	round5_batch1_worker7	1641	1	5_1_t41	7
13165	335	round5_batch1_worker7	1619	2	5_1_t19	7
13166	335	round5_batch1_worker7	1613	0	5_1_t13	7
13167	335	round5_batch1_worker7	1635	2	5_1_t35	7
13168	335	round5_batch1_worker7	1611	1	5_1_t11	7
13169	335	round5_batch1_worker7	1647	0	5_1_t47	7
13170	335	round5_batch1_worker7	1605	2	5_1_t5	7
13171	335	round5_batch1_worker7	1628	0	5_1_t28	7
13172	335	round5_batch1_worker7	1601	1	5_1_t1	7
13173	335	round5_batch1_worker7	1637	2	5_1_t37	7
13174	335	round5_batch1_worker7	1639	2	5_1_t39	7
13175	335	round5_batch1_worker7	1638	1	5_1_t38	7
13176	335	round5_batch1_worker7	1646	0	5_1_t46	7
13177	335	round5_batch1_worker7	1615	2	5_1_t15	7
13178	335	round5_batch1_worker7	1610	2	5_1_t10	7
13179	335	round5_batch1_worker7	1644	1	5_1_t44	7
13180	335	round5_batch1_worker7	1626	0	5_1_t26	7
13181	335	round5_batch1_worker7	1649	0	5_1_t49	7
13182	335	round5_batch1_worker7	1608	0	5_1_t8	7
13183	335	round5_batch1_worker7	1624	1	5_1_t24	7
13184	335	round5_batch1_worker7	1607	2	5_1_t7	7
13185	335	round5_batch1_worker7	1620	2	5_1_t20	7
13186	335	round5_batch1_worker7	1616	1	5_1_t16	7
13187	335	round5_batch1_worker7	1648	0	5_1_t48	7
13188	335	round5_batch1_worker7	1645	1	5_1_t45	7
13189	335	round5_batch1_worker7	1623	1	5_1_t23	7
13190	335	round5_batch1_worker7	1627	2	5_1_t27	7
13191	335	round5_batch1_worker7	1603	1	5_1_t3	7
13192	335	round5_batch1_worker7	1622	0	5_1_t22	7
13193	335	round5_batch1_worker7	1629	2	5_1_t29	7
13194	335	round5_batch1_worker7	1614	0	5_1_t14	7
13195	335	round5_batch1_worker7	1621	1	5_1_t21	7
13196	335	round5_batch1_worker7	1631	2	5_1_t31	7
13197	335	round5_batch1_worker7	1602	2	5_1_t2	7
13198	335	round5_batch1_worker7	1604	2	5_1_t4	7
13199	335	round5_batch1_worker7	1606	2	5_1_t6	7
13200	336	round5_batch2_worker0	1696	1	5_2_t46	0
13201	336	round5_batch2_worker0	1663	2	5_2_t13	0
13202	336	round5_batch2_worker0	1654	2	5_2_t4	0
13203	336	round5_batch2_worker0	1684	1	5_2_t34	0
13204	336	round5_batch2_worker0	1673	1	5_2_t23	0
13205	336	round5_batch2_worker0	1661	2	5_2_t11	0
13206	336	round5_batch2_worker0	1656	1	5_2_t6	0
13207	336	round5_batch2_worker0	1672	2	5_2_t22	0
13208	336	round5_batch2_worker0	1671	1	5_2_t21	0
13209	336	round5_batch2_worker0	1682	0	5_2_t32	0
13210	336	round5_batch2_worker0	1659	2	5_2_t9	0
13211	336	round5_batch2_worker0	1675	2	5_2_t25	0
13212	336	round5_batch2_worker0	1652	2	5_2_t2	0
13213	336	round5_batch2_worker0	1676	2	5_2_t26	0
13214	336	round5_batch2_worker0	1697	2	5_2_t47	0
13215	336	round5_batch2_worker0	1677	0	5_2_t27	0
13216	336	round5_batch2_worker0	1657	0	5_2_t7	0
13217	336	round5_batch2_worker0	1691	2	5_2_t41	0
13218	336	round5_batch2_worker0	1662	2	5_2_t12	0
13219	336	round5_batch2_worker0	1688	2	5_2_t38	0
13220	336	round5_batch2_worker0	1667	1	5_2_t17	0
13221	336	round5_batch2_worker0	1693	1	5_2_t43	0
13222	336	round5_batch2_worker0	1690	2	5_2_t40	0
13223	336	round5_batch2_worker0	1680	1	5_2_t30	0
13224	336	round5_batch2_worker0	1660	0	5_2_t10	0
13225	336	round5_batch2_worker0	1658	2	5_2_t8	0
13226	336	round5_batch2_worker0	1699	0	5_2_t49	0
13227	336	round5_batch2_worker0	1687	2	5_2_t37	0
13228	336	round5_batch2_worker0	1670	2	5_2_t20	0
13229	336	round5_batch2_worker0	1651	2	5_2_t1	0
13230	336	round5_batch2_worker0	1683	2	5_2_t33	0
13231	336	round5_batch2_worker0	1653	2	5_2_t3	0
13232	336	round5_batch2_worker0	1655	2	5_2_t5	0
13233	336	round5_batch2_worker0	1678	2	5_2_t28	0
13234	336	round5_batch2_worker0	1698	1	5_2_t48	0
13235	336	round5_batch2_worker0	1685	1	5_2_t35	0
13236	336	round5_batch2_worker0	1689	1	5_2_t39	0
13237	336	round5_batch2_worker0	1669	2	5_2_t19	0
13238	336	round5_batch2_worker0	1664	0	5_2_t14	0
13239	336	round5_batch2_worker0	1686	2	5_2_t36	0
13240	336	round5_batch2_worker0	1694	1	5_2_t44	0
13241	336	round5_batch2_worker0	1679	2	5_2_t29	0
13242	336	round5_batch2_worker0	1695	2	5_2_t45	0
13243	336	round5_batch2_worker0	1681	2	5_2_t31	0
13244	336	round5_batch2_worker0	1665	0	5_2_t15	0
13245	336	round5_batch2_worker0	1668	2	5_2_t18	0
13246	336	round5_batch2_worker0	1674	1	5_2_t24	0
13247	336	round5_batch2_worker0	1650	2	5_2_t0	0
13248	336	round5_batch2_worker0	1692	2	5_2_t42	0
13249	336	round5_batch2_worker0	1666	2	5_2_t16	0
13250	337	round5_batch2_worker1	1651	1	5_2_t1	1
13251	337	round5_batch2_worker1	1658	2	5_2_t8	1
13252	337	round5_batch2_worker1	1696	2	5_2_t46	1
13253	337	round5_batch2_worker1	1689	1	5_2_t39	1
13254	337	round5_batch2_worker1	1665	1	5_2_t15	1
13255	337	round5_batch2_worker1	1670	0	5_2_t20	1
13256	337	round5_batch2_worker1	1663	1	5_2_t13	1
13257	337	round5_batch2_worker1	1683	1	5_2_t33	1
13258	337	round5_batch2_worker1	1674	2	5_2_t24	1
13259	337	round5_batch2_worker1	1693	0	5_2_t43	1
13260	337	round5_batch2_worker1	1666	2	5_2_t16	1
13261	337	round5_batch2_worker1	1682	1	5_2_t32	1
13262	337	round5_batch2_worker1	1652	2	5_2_t2	1
13263	337	round5_batch2_worker1	1673	1	5_2_t23	1
13264	337	round5_batch2_worker1	1685	1	5_2_t35	1
13265	337	round5_batch2_worker1	1688	2	5_2_t38	1
13266	337	round5_batch2_worker1	1659	1	5_2_t9	1
13267	337	round5_batch2_worker1	1661	2	5_2_t11	1
13268	337	round5_batch2_worker1	1698	1	5_2_t48	1
13269	337	round5_batch2_worker1	1686	1	5_2_t36	1
13270	337	round5_batch2_worker1	1691	2	5_2_t41	1
13271	337	round5_batch2_worker1	1671	2	5_2_t21	1
13272	337	round5_batch2_worker1	1657	0	5_2_t7	1
13273	337	round5_batch2_worker1	1655	2	5_2_t5	1
13274	337	round5_batch2_worker1	1662	2	5_2_t12	1
13275	337	round5_batch2_worker1	1677	1	5_2_t27	1
13276	337	round5_batch2_worker1	1664	1	5_2_t14	1
13277	337	round5_batch2_worker1	1687	2	5_2_t37	1
13278	337	round5_batch2_worker1	1681	2	5_2_t31	1
13279	337	round5_batch2_worker1	1684	0	5_2_t34	1
13280	337	round5_batch2_worker1	1690	1	5_2_t40	1
13281	337	round5_batch2_worker1	1669	0	5_2_t19	1
13282	337	round5_batch2_worker1	1692	0	5_2_t42	1
13283	337	round5_batch2_worker1	1650	2	5_2_t0	1
13284	337	round5_batch2_worker1	1699	0	5_2_t49	1
13285	337	round5_batch2_worker1	1667	1	5_2_t17	1
13286	337	round5_batch2_worker1	1656	1	5_2_t6	1
13287	337	round5_batch2_worker1	1678	2	5_2_t28	1
13288	337	round5_batch2_worker1	1676	1	5_2_t26	1
13289	337	round5_batch2_worker1	1660	2	5_2_t10	1
13290	337	round5_batch2_worker1	1694	2	5_2_t44	1
13291	337	round5_batch2_worker1	1695	1	5_2_t45	1
13292	337	round5_batch2_worker1	1680	1	5_2_t30	1
13293	337	round5_batch2_worker1	1679	2	5_2_t29	1
13294	337	round5_batch2_worker1	1697	2	5_2_t47	1
13295	337	round5_batch2_worker1	1672	2	5_2_t22	1
13296	337	round5_batch2_worker1	1675	2	5_2_t25	1
13297	337	round5_batch2_worker1	1654	2	5_2_t4	1
13298	337	round5_batch2_worker1	1668	1	5_2_t18	1
13299	337	round5_batch2_worker1	1653	2	5_2_t3	1
13300	338	round5_batch2_worker2	1652	2	5_2_t2	2
13301	338	round5_batch2_worker2	1659	1	5_2_t9	2
13302	338	round5_batch2_worker2	1697	2	5_2_t47	2
13303	338	round5_batch2_worker2	1662	2	5_2_t12	2
13304	338	round5_batch2_worker2	1683	2	5_2_t33	2
13305	338	round5_batch2_worker2	1686	1	5_2_t36	2
13306	338	round5_batch2_worker2	1650	2	5_2_t0	2
13307	338	round5_batch2_worker2	1698	0	5_2_t48	2
13308	338	round5_batch2_worker2	1685	2	5_2_t35	2
13309	338	round5_batch2_worker2	1693	0	5_2_t43	2
13310	338	round5_batch2_worker2	1664	1	5_2_t14	2
13311	338	round5_batch2_worker2	1690	2	5_2_t40	2
13312	338	round5_batch2_worker2	1663	2	5_2_t13	2
13313	338	round5_batch2_worker2	1657	0	5_2_t7	2
13314	338	round5_batch2_worker2	1696	1	5_2_t46	2
13315	338	round5_batch2_worker2	1674	2	5_2_t24	2
13316	338	round5_batch2_worker2	1667	1	5_2_t17	2
13317	338	round5_batch2_worker2	1671	2	5_2_t21	2
13318	338	round5_batch2_worker2	1699	0	5_2_t49	2
13319	338	round5_batch2_worker2	1660	2	5_2_t10	2
13320	338	round5_batch2_worker2	1661	1	5_2_t11	2
13321	338	round5_batch2_worker2	1689	2	5_2_t39	2
13322	338	round5_batch2_worker2	1678	2	5_2_t28	2
13323	338	round5_batch2_worker2	1675	2	5_2_t25	2
13324	338	round5_batch2_worker2	1666	2	5_2_t16	2
13325	338	round5_batch2_worker2	1658	1	5_2_t8	2
13326	338	round5_batch2_worker2	1670	0	5_2_t20	2
13327	338	round5_batch2_worker2	1677	1	5_2_t27	2
13328	338	round5_batch2_worker2	1687	1	5_2_t37	2
13329	338	round5_batch2_worker2	1665	0	5_2_t15	2
13330	338	round5_batch2_worker2	1681	2	5_2_t31	2
13331	338	round5_batch2_worker2	1679	2	5_2_t29	2
13332	338	round5_batch2_worker2	1651	1	5_2_t1	2
13333	338	round5_batch2_worker2	1680	1	5_2_t30	2
13334	338	round5_batch2_worker2	1682	1	5_2_t32	2
13335	338	round5_batch2_worker2	1668	2	5_2_t18	2
13336	338	round5_batch2_worker2	1676	2	5_2_t26	2
13337	338	round5_batch2_worker2	1672	2	5_2_t22	2
13338	338	round5_batch2_worker2	1691	2	5_2_t41	2
13339	338	round5_batch2_worker2	1655	1	5_2_t5	2
13340	338	round5_batch2_worker2	1654	2	5_2_t4	2
13341	338	round5_batch2_worker2	1673	2	5_2_t23	2
13342	338	round5_batch2_worker2	1692	1	5_2_t42	2
13343	338	round5_batch2_worker2	1694	1	5_2_t44	2
13344	338	round5_batch2_worker2	1656	0	5_2_t6	2
13345	338	round5_batch2_worker2	1695	0	5_2_t45	2
13346	338	round5_batch2_worker2	1669	1	5_2_t19	2
13347	338	round5_batch2_worker2	1653	0	5_2_t3	2
13348	338	round5_batch2_worker2	1688	2	5_2_t38	2
13349	338	round5_batch2_worker2	1684	0	5_2_t34	2
13350	339	round5_batch2_worker3	1695	0	5_2_t45	3
13351	339	round5_batch2_worker3	1655	2	5_2_t5	3
13352	339	round5_batch2_worker3	1650	2	5_2_t0	3
13353	339	round5_batch2_worker3	1666	2	5_2_t16	3
13354	339	round5_batch2_worker3	1689	1	5_2_t39	3
13355	339	round5_batch2_worker3	1671	2	5_2_t21	3
13356	339	round5_batch2_worker3	1694	2	5_2_t44	3
13357	339	round5_batch2_worker3	1678	2	5_2_t28	3
13358	339	round5_batch2_worker3	1651	1	5_2_t1	3
13359	339	round5_batch2_worker3	1664	0	5_2_t14	3
13360	339	round5_batch2_worker3	1682	0	5_2_t32	3
13361	339	round5_batch2_worker3	1670	0	5_2_t20	3
13362	339	round5_batch2_worker3	1691	2	5_2_t41	3
13363	339	round5_batch2_worker3	1672	2	5_2_t22	3
13364	339	round5_batch2_worker3	1679	2	5_2_t29	3
13365	339	round5_batch2_worker3	1692	0	5_2_t42	3
13366	339	round5_batch2_worker3	1669	2	5_2_t19	3
13367	339	round5_batch2_worker3	1657	0	5_2_t7	3
13368	339	round5_batch2_worker3	1653	1	5_2_t3	3
13369	339	round5_batch2_worker3	1680	1	5_2_t30	3
13370	339	round5_batch2_worker3	1667	1	5_2_t17	3
13371	339	round5_batch2_worker3	1699	0	5_2_t49	3
13372	339	round5_batch2_worker3	1660	2	5_2_t10	3
13373	339	round5_batch2_worker3	1685	1	5_2_t35	3
13374	339	round5_batch2_worker3	1690	1	5_2_t40	3
13375	339	round5_batch2_worker3	1652	2	5_2_t2	3
13376	339	round5_batch2_worker3	1668	1	5_2_t18	3
13377	339	round5_batch2_worker3	1676	1	5_2_t26	3
13378	339	round5_batch2_worker3	1661	1	5_2_t11	3
13379	339	round5_batch2_worker3	1696	1	5_2_t46	3
13380	339	round5_batch2_worker3	1684	0	5_2_t34	3
13381	339	round5_batch2_worker3	1681	1	5_2_t31	3
13382	339	round5_batch2_worker3	1665	0	5_2_t15	3
13383	339	round5_batch2_worker3	1687	2	5_2_t37	3
13384	339	round5_batch2_worker3	1698	0	5_2_t48	3
13385	339	round5_batch2_worker3	1688	1	5_2_t38	3
13386	339	round5_batch2_worker3	1693	0	5_2_t43	3
13387	339	round5_batch2_worker3	1683	1	5_2_t33	3
13388	339	round5_batch2_worker3	1673	0	5_2_t23	3
13389	339	round5_batch2_worker3	1663	0	5_2_t13	3
13390	339	round5_batch2_worker3	1677	0	5_2_t27	3
13391	339	round5_batch2_worker3	1697	1	5_2_t47	3
13392	339	round5_batch2_worker3	1675	1	5_2_t25	3
13393	339	round5_batch2_worker3	1659	0	5_2_t9	3
13394	339	round5_batch2_worker3	1654	2	5_2_t4	3
13395	339	round5_batch2_worker3	1686	1	5_2_t36	3
13396	339	round5_batch2_worker3	1658	1	5_2_t8	3
13397	339	round5_batch2_worker3	1674	1	5_2_t24	3
13398	339	round5_batch2_worker3	1656	0	5_2_t6	3
13399	339	round5_batch2_worker3	1662	2	5_2_t12	3
13400	340	round5_batch2_worker4	1652	1	5_2_t2	4
13401	340	round5_batch2_worker4	1668	2	5_2_t18	4
13402	340	round5_batch2_worker4	1698	1	5_2_t48	4
13403	340	round5_batch2_worker4	1653	2	5_2_t3	4
13404	340	round5_batch2_worker4	1670	0	5_2_t20	4
13405	340	round5_batch2_worker4	1672	2	5_2_t22	4
13406	340	round5_batch2_worker4	1682	1	5_2_t32	4
13407	340	round5_batch2_worker4	1687	1	5_2_t37	4
13408	340	round5_batch2_worker4	1667	1	5_2_t17	4
13409	340	round5_batch2_worker4	1654	2	5_2_t4	4
13410	340	round5_batch2_worker4	1691	2	5_2_t41	4
13411	340	round5_batch2_worker4	1694	1	5_2_t44	4
13412	340	round5_batch2_worker4	1650	2	5_2_t0	4
13413	340	round5_batch2_worker4	1689	2	5_2_t39	4
13414	340	round5_batch2_worker4	1675	2	5_2_t25	4
13415	340	round5_batch2_worker4	1699	0	5_2_t49	4
13416	340	round5_batch2_worker4	1677	1	5_2_t27	4
13417	340	round5_batch2_worker4	1673	2	5_2_t23	4
13418	340	round5_batch2_worker4	1685	1	5_2_t35	4
13419	340	round5_batch2_worker4	1659	1	5_2_t9	4
13420	340	round5_batch2_worker4	1679	2	5_2_t29	4
13421	340	round5_batch2_worker4	1674	2	5_2_t24	4
13422	340	round5_batch2_worker4	1676	2	5_2_t26	4
13423	340	round5_batch2_worker4	1695	1	5_2_t45	4
13424	340	round5_batch2_worker4	1657	0	5_2_t7	4
13425	340	round5_batch2_worker4	1684	1	5_2_t34	4
13426	340	round5_batch2_worker4	1693	0	5_2_t43	4
13427	340	round5_batch2_worker4	1681	2	5_2_t31	4
13428	340	round5_batch2_worker4	1661	1	5_2_t11	4
13429	340	round5_batch2_worker4	1692	1	5_2_t42	4
13430	340	round5_batch2_worker4	1680	2	5_2_t30	4
13431	340	round5_batch2_worker4	1666	1	5_2_t16	4
13432	340	round5_batch2_worker4	1665	1	5_2_t15	4
13433	340	round5_batch2_worker4	1655	2	5_2_t5	4
13434	340	round5_batch2_worker4	1671	1	5_2_t21	4
13435	340	round5_batch2_worker4	1669	1	5_2_t19	4
13436	340	round5_batch2_worker4	1662	2	5_2_t12	4
13437	340	round5_batch2_worker4	1660	2	5_2_t10	4
13438	340	round5_batch2_worker4	1663	1	5_2_t13	4
13439	340	round5_batch2_worker4	1664	0	5_2_t14	4
13440	340	round5_batch2_worker4	1651	1	5_2_t1	4
13441	340	round5_batch2_worker4	1688	2	5_2_t38	4
13442	340	round5_batch2_worker4	1696	1	5_2_t46	4
13443	340	round5_batch2_worker4	1686	2	5_2_t36	4
13444	340	round5_batch2_worker4	1690	2	5_2_t40	4
13445	340	round5_batch2_worker4	1658	2	5_2_t8	4
13446	340	round5_batch2_worker4	1656	2	5_2_t6	4
13447	340	round5_batch2_worker4	1697	2	5_2_t47	4
13448	340	round5_batch2_worker4	1678	2	5_2_t28	4
13449	340	round5_batch2_worker4	1683	2	5_2_t33	4
13450	341	round5_batch2_worker5	1699	0	5_2_t49	5
13451	341	round5_batch2_worker5	1691	2	5_2_t41	5
13452	341	round5_batch2_worker5	1679	2	5_2_t29	5
13453	341	round5_batch2_worker5	1681	1	5_2_t31	5
13454	341	round5_batch2_worker5	1687	2	5_2_t37	5
13455	341	round5_batch2_worker5	1682	1	5_2_t32	5
13456	341	round5_batch2_worker5	1673	1	5_2_t23	5
13457	341	round5_batch2_worker5	1671	1	5_2_t21	5
13458	341	round5_batch2_worker5	1697	2	5_2_t47	5
13459	341	round5_batch2_worker5	1677	0	5_2_t27	5
13460	341	round5_batch2_worker5	1698	2	5_2_t48	5
13461	341	round5_batch2_worker5	1656	2	5_2_t6	5
13462	341	round5_batch2_worker5	1654	2	5_2_t4	5
13463	341	round5_batch2_worker5	1655	2	5_2_t5	5
13464	341	round5_batch2_worker5	1693	0	5_2_t43	5
13465	341	round5_batch2_worker5	1664	0	5_2_t14	5
13466	341	round5_batch2_worker5	1686	2	5_2_t36	5
13467	341	round5_batch2_worker5	1663	0	5_2_t13	5
13468	341	round5_batch2_worker5	1680	2	5_2_t30	5
13469	341	round5_batch2_worker5	1692	0	5_2_t42	5
13470	341	round5_batch2_worker5	1658	0	5_2_t8	5
13471	341	round5_batch2_worker5	1657	0	5_2_t7	5
13472	341	round5_batch2_worker5	1674	2	5_2_t24	5
13473	341	round5_batch2_worker5	1695	2	5_2_t45	5
13474	341	round5_batch2_worker5	1690	1	5_2_t40	5
13475	341	round5_batch2_worker5	1678	2	5_2_t28	5
13476	341	round5_batch2_worker5	1661	1	5_2_t11	5
13477	341	round5_batch2_worker5	1676	2	5_2_t26	5
13478	341	round5_batch2_worker5	1651	1	5_2_t1	5
13479	341	round5_batch2_worker5	1685	2	5_2_t35	5
13480	341	round5_batch2_worker5	1660	2	5_2_t10	5
13481	341	round5_batch2_worker5	1668	2	5_2_t18	5
13482	341	round5_batch2_worker5	1659	2	5_2_t9	5
